userName,content,sentiment,at
` Vlynansia `,"Aplikasi yang sudah sangat bagus. Tidak ada kendala sama sekali di HP saya. Namun, knp fitur lagu yg diletakkan di catatan dihilangkan? Disitu tertera ""Lagu yang anda pilih mungkin tidak tersedia di negara Anda"", like wth bro? Pdhl lagu yg ada di profil masih ada kok, tapi knp di catatan malah hilang. Jangan lah sampai di hilangkan siyall, cuz i like that stuff so muchh!! Plssss balikiinnn!!",positif,2024-12-13 22:01:26
ANDRI Ltk,"ig makin lama makin aneh, fitur effect di postingan ulang jdi ilang, fitur sound terimpan di catatan ilang juga, ilangin aja semua. padahal fitur nya enak memudahkan g ngerugiin, malah nambahin fitur yg g guna",negatif,2024-12-13 22:25:27
Aurellia Puput (Aput),"akun utama saya tidak mendapatkan fitur terbaru setelah update 2024, hanya akun cadangan saya yang mendapatkan fitur terbaru 2024 dan saya telah uninstal sebanyak 3× untuk mendapatan fitur tersebut...",negatif,2024-12-14 05:57:57
Mira Puspasari,"Sekedar masukan, Bisa gak sih untuk reels maximalnya 2 menit ya jangan 90 detik doang.. soalnya buat videonya nanggung bgt klo cm sgtu durasinya ☺️🙏",positif,2024-12-14 06:25:20
Dani yudianto,"""stiker interaktif tidak bisa ditutupi"" padahal dulu bisa lohh(buat background), gaasik Instagram skrng, kembalikan fiturnya, aku ganti bintang ulasannya",negatif,2024-12-14 09:52:53
wyshe,"setelah di-update filter yang tadinya bagus jadi aneh dan sering ga nempel diwajah filter nya, ku kira penyimpanan penuh/jaringannya jelek ternyata aku nyoba dihp mama setelah update juga sama filter nya gamau nyatu diwajah.",negatif,2024-12-14 10:49:54
Yoga Nuryuliawan,"Fitur repost Reels di story nya tidak konsisten. Terkadang bisa auto full fit ke layar, terkadang tidak bisa.",netral,2024-12-14 12:04:39
javier gaming,Sering lag gajelas padahal sinyal bagus-bagus aja Chat suka g ke kirim padahal yang lain lancar2 aja Semenjak update ini jadi sering lag gajelas Tolong di perbaiki,negatif,2024-12-14 12:08:12
Ade Ratnasari,"akhir-akhir ini stress sama apk Instagram banyak fitur yg ga muncul dan error terus. akhirnya mau di uninstal dulu, kalo udah diperbaiki kabarin!",negatif,2024-12-14 12:19:46
Rahma Azizah,"makin di update malah makin lemot bangett blom lagi suka lag tiba tiba knpa sih padahal jaringan lancar klo emang makin jelek gausah di update segala dah, ini udah di update bukannya makin bagus",negatif,2024-12-14 12:33:02
Nur Amala Maulia,"Akun saya kok ngak bisa masuk padahal password nya sama terus kenapa setiap mau login ke akun lain harus isi password lagi? Terus kenapa akun saya tiba-tiba ada nomor yang tidak saya kenal alhasil saya kesusahan untuk log in ke akun saya, mohon pengertiannya dan diperbaiki lagi bug nya🙏🏻",negatif,2024-12-14 12:52:28
Info masseh,"ig akhir² ini lagi knp sih gajelas banget masa gabisa scrol reels,setiap mau liat reels pasti ada notifikasi (ada masalah coba lagi) gitu terus",negatif,2024-12-14 14:17:04
diyah terbaru,"bagus tp sayang banget sekarang kalo mau post cerita tata letak tuh susah milih foto lama di galery nya, soalnya tiap udah nambahin satu foto yg ada paling bawah di galeri, dia balik lagi ke foto yg posisinya ada diatas, jadi tolong perbaiki ky dulu dong..... biar mudah",netral,2024-12-14 17:06:47
Kepin,"udah beberapa hari ini mode gelapnya tiba""hilang, dicek di pengaturan pun ga ada, udah saya hapus trus instal ulang bisa mode gelap lagi, tapi ketika dikeluarin trus dibuka lagi aplikasinya mode gelapnya kembali hilang, gmn ya cara ngatasinnya, padahal suka bgt mode gelap, masa harus install/uninstall terus😑",netral,2024-12-14 17:57:16
riza aliyah,"kenapa abis update langsung ke logout sendiri terus ya, tapi waktu login ke ignya temen bisa dan aman aman aja",negatif,2024-12-14 18:25:34
Andre Maulana,"Fitur ""music di profil"" tiba-tiba hilang. Orang lain bisa melihat di profil kita, sedangkan kita tidak bisa melihatnya bahkan tidak bisa mengeditnya. Tolong segera diperbaiki !",netral,2024-12-14 18:51:40
Masita,"Anehh akun selalu keluar, dan puncak nya dua akun aku tiba-tiba keluar padahal gak ada aku acak-acak. Bisa gak akunnya dibalikin lagii Awalnya mikir akunnya di hack ternyata bermasalah di aplikasinya, padahal gak pernah buka tautan apapun tapi tiba-tiba hilang!!!",negatif,2024-12-14 19:54:12
Annisa Zesy,"buruk sekali saya tidak bisa login ke akun saya, padahal sandinya udah benar, tapi masi juga tidak bisa, keterangannya halaman tidak ditemukan,padahal sinyal saya bagus, login di hp teman saya bisa, kenapa saya sendiri yg login ngga bisa setelah update, saya kecewaa!!",negatif,2024-12-14 20:12:45
Artha Gusfi Putra,"Tolong perbaiki ketika buka apk nya layarnya redup, kemungkinan terjadi pada hp POCO, bisa di update untuk kondisk jika dibuka di OS nya POCOx6",negatif,2024-12-14 20:34:58
Arif putra 123,"Sebenarnya apk ini sangat bagus,tapi kenapa tidak ada lagi fitur login dengan Facebook,akun lama saya terkait dengan Facebook, bagaimana caranya saya untuk login ke akun lama saya jika tidak ada fitur login dengan Facebook, tolong admin Instagram, keluarkan lagi fitur tersebut, kali ini saya kasih bintang 2 dulu,jika sudah kembali fitur login dengan Facebook ,saya akan berikan lagi bintang 5 nya, tolong admin Instagram!!",negatif,2024-12-14 20:51:31
Natalia Budikusuma,"Instagram bagus, tiba tiba loading pengen posting, wifi masih bagus tapi kok gak jalan. Tolong diperbaiki",negatif,2024-12-14 23:49:42
alpiz.visuals,"Setelah menggunakan Instagram, saya merasa platform ini sangat mudah digunakan, dengan antarmuka yang intuitif dan berbagai fitur yang mudah diakses. Pengalaman berbagi foto, video, dan Stories terasa sangat menyenangkan, serta memberikan kebebasan bagi pengguna untuk mengekspresikan diri secara kreatif. Fitur pengeditan yang tersedia memungkinkan hasil yang menarik, sehingga Instagram sangat mendukung kreativitas penggunanya.",positif,2024-12-14 23:54:51
Juliana Regita,"ig bole gaa buat sorotannya bisa upload lebih dari 100, soalnya klo di sec acc semua dimasukin kaya buat arsipp, plisss bisa yaa lebihhhh banyak up buat sorotan",positif,2024-12-15 01:27:13
Salsa Bilah,"Arsip Ig yang sudah berbulan bulan atau bertahun tahun tiba tiba ngeblur, jujur saya kecewa karena saya ingin memposting ulang kembali video atau foto nya hasil nya jadi jelek dan juga saya simpan video atau foto nya juga hasil nya tetap sama ngeblur juga padahal saya sudah menggunakan kualitas foto atau video yang sudah tinggi tapi tetap saja hasil nya ngeblur, jadi kalau bisa diperbaiki secepatnya karena saya mau letak di sorotan juga hasil nya tetap ngeblur.",negatif,2024-12-15 01:49:36
Wijaya Izumiツ,"Untuk devolover Instagram ,tolong muncul kan indikator pertemanan yang sudah saling follow. terkadang ketika saya ingin unfollow user saya terlalu pusing karna harus melihat ke profil user apakah sudah saling follow dengan saya dan kadang sudah ketika sudah melihat user balik lagi ke awal pertemanan yang sudah saya koreksi ,ini membuat saya geram 😮‍💨",positif,2024-12-15 05:30:11
cinta syapitri,"kenapa skrg kurang bagus ig ya, ada fitru draf seharusnya bisa menyimpan dalam 7 hari tapi kenapa baru semalam di simpan udah hilang!!!mohon di perbaiki",negatif,2024-12-15 10:04:41
Yafia Helladerista,Masukkan untuk Ig story nya musiknya diperpanjang menjadi 30 detik. Saya biasanya untuk menyetel musik di Ig story maks hanya bisa 15 detik.,netral,2024-12-15 10:42:57
Zaskia Zas,"akun saya kan lebih dari satu ya, ntah kenapa akun saya yg pertama malah jd delay update nya. akun lain udah dpt fitur update, tp yg akun pertama malah blum.",negatif,2024-12-15 17:50:40
laura veronica,Malah suruh login ulang ke akun sedangkan saya ga inget kata sandi nya mau buat akun baru malah sistem nya lagi perbaikan dan ga bisa login ig,negatif,2024-12-15 18:17:10
1EA09_Ainnin Putri Maharani,pdhl saya sangat suka dengan Instagram tetapi karena hp ke riset jadi harus buat akun baru karna gagal masuk. Setelah buat akun baru tiba² disuruh ajubanding cuma karna nge flw 48 orang. Aneh,netral,2024-12-15 19:08:24
Ameliaaシ,"ig kenapa si kalo update fitur baru, yg keupdate slalu second acc, tlong diperbaiki dg smua akun otomatis keupdate klo gni kan jd gabisa make fiturnya di first acc tlg diperbaiki!!!🥲",netral,2024-12-15 19:16:53
Jacky Rachman,"Sedikit komentar pada fitur ubah cover sorotan/highlight cover, di sorotan/highlight terdapat eror dimana ketika pengguna bisa menggunakan fitur tambahkan gambar cover melalui galeri namun ketika di upload, terjadi loading berkepanjangan, dulu saya bisa menggunakan fitur ini, salam developer",netral,2024-12-15 19:39:08
Kamila Khoirunnisa,"Instagram udh bagus bgt aplikasinya, cuma minusnya satu yaitu kalo kirim foto lewat DM itu fotonya blur banget jadi tolong ditingkatkan lagi ya!!",positif,2024-12-15 22:02:50
Septian Herdiana,"aplikasi ini sangat menyenangkannn sekalii, bisa ngobrol dgn teman teman online, tetapi saat ini Instagram aku ""halaman ini tidak tersedia"" tolong dong bisain ig aku lgi, soalnya aku pgen ngechatan SM kwn ig ku minn😞😞",positif,2024-12-15 22:46:33
Faizulakbar Fais,"Hello instagram, tolong kembalikan akun saya yang bernama (faiizulakbarr),yang sudah tidak bisa masuk lagi, kata nya sudah mengajukan banding. Mohon atas perhatian nya.",positif,2024-12-16 01:31:58
Sidik Nurjaka Permono,"Saya pengguna aktif di @instagram thanks you so much @instagram atas fitur fitur dan semua yang di update oleh pihak @instagram. dan kedepannya tolong jangan kompres postingan video,ataupun foto kami menjadi resolusi rendah.!!??why...??!! Saya pengguna aktif sangat memohon kpd admin/anggota @instagram agar meng update lagi untuk kenyamanan terbaiknya bagi pengguna,terima kasih @instagram akun saya wisanggeni_155 yang sedang dibanding agar segera dipulihkan🙏🏻mohon jangan error² mulu🙏🏻🙏🏻🙏🏻",positif,2024-12-16 02:39:58
Faalih Pratama,Aplikasi apaan bgni 1. Ig saya atas nama rivalpratama__ ditangguhkan secara tidak jelas. Padahal tidak pernah promosi judi online &live yang berbau pornografi. 2. Ig cadangan saya bermasalah krna tidak bisa follow orang lain,negatif,2024-12-16 03:16:06
Betti Wistiyati,"dari Instagram banyak haL baik yang saya dapatkan, Instagram yg terbaik karna isi konten kontennya banyak sajian yg menghibur, mendidik , banyak memberikan edukasi, pembelajaran tentang hidup. Terimakasih Instagram telah hadir menemani hari-hariku 🙏",positif,2024-12-16 03:17:15
Hero Santoso,"admin tolong dong kenapa pas saya pasang lagu untuk profil saya udah pas kan di menit 0.21,kok pas saya cek di akun satunya lagi malah beda lagunya Mohon gerak cepat nya🙏🏻",negatif,2024-12-16 07:00:14
Aprilia Kristiani,Menyesal update karena foto/ video yang sudah dikirim/ diterima di DM tidak ditampilkan semua. Jadi kalau mau cari foto/ video yang dulu-dulu harus scroll isi DM dulu. Sungguh menyusahkan.,positif,2024-12-16 08:17:00
Fairuz Machiavalli,"Aplikasi jelek, banyak bug dari dulu.. apapun sering lama, dan yang paling saya benci adalah proses me monetisasi dari exclusive susah banget, tidak ada solusi yang jelas dari pihak meta juga tidak ada yang jelas.. apapun dipersulit. Buruk, INSTAGRAM DAN META BUKAN PLATFORM YANG CANGGIH. MASIH CACAT PRODUKSI",negatif,2024-12-16 08:36:00
ADIAZIASIN (adia),Merusak sejumlah perangkat di seluruh dunia termasuk saya yang hpnya rusak akibat aplikasi sering crash restar dan banyak video tidak bisa di scrol video sampah miskin gembel meskipun para artis menggunakan apk ini,negatif,2024-12-16 08:43:55
Nabila Putri feriansyah,Makin kesini makin gajelas tbtb upgrade yg dulu malah gaada. Contoh nya kaya mau ngetik tulisn di foto font nya ga kaya sekarang malah balik ke sistem yg lama. Tolong diperbaiki. Ig saya🙏🏻,positif,2024-12-16 10:27:20
Oniiki,"Setelah up date jadi makin lag,bahkan mau masuk ke akun yg lupa sandi pun selalu ga bisa karna ada masalah,sudah berhari hari tetep ga bisa login ke akun yg lupa sandi,setiap mau masuk ada tulisan ""maaf,ada masalah"" ini udah seminggu mencoba tetep ga ada perubahan",negatif,2024-12-16 11:27:05
salma aura,bagus bagus aja si cuma mines nya cuma ga bisa tambah akun aja padahal mau bikin akun secc tpi ga bisa tolong dong di perbaiki kesalahan kecil ini sgt² mengganggu,netral,2024-12-16 14:11:26
zaky oor,"Plis kenapa orang-orang gk bisa dm aku, padahak settingannya dah bener, semua dah ku coba berbagai cara, tp orang-orang gk bisa dm aku, kalo bug ngotak dikit lah ini buat aku cari rezeki masalahnya, dan lu manpetin rezeki gw, yaAllah beberapa bulan sepi job ternyata biang nya ni apk",negatif,2024-12-16 14:45:53
Mita Syifa,"Ig tolong diperbaiki lagi untuk ruang masuk halaman karena pas, saya masuk ke ruang halamnya itu sandi dan emailnya udah betul tapi kenapa kok salah terus? Jadi tolong diperbaiki lagi ya ig untuk sementara saya tunggu terimakasi 🙏🙏",negatif,2024-12-16 15:56:06
Andika Bryan,"Mengapa setelah saya update saat upload foto yang biasanya bisa beberapa slide dengan rasio 4:5, kenapa sekarang setelah slide pertama tiba tiba kembali ke rasio 1:1? Mohon segera diperbaiki",negatif,2024-12-16 17:41:38
Ganiy Nur iftitah,"Bagus, tapi kekurangannya tidak bisa membatalkan suka dengan cepat dan dibatasi. Membuang-buang waktu.",netral,2024-12-16 17:49:35
Rida Alimah,"halo kak, gimana supaya sy bisa atur ukuran yg sama untk setiap slide saat mau ngepost? soalny setiap mau ngepost cmn slide pertma yg ukurannya bisa diatur, sedngkan slide kedua dst ny hanya bisa ukuran 1:1",negatif,2024-12-16 18:19:18
Zema Lovings0921,"Tolong admin instagram segera diperbaiki!! Sekarang kalo mau upload video agak panjang susahnya minta ampun ngelag dll, pdhl penyimpanan kosong koneksi bagus😔😔",negatif,2024-12-16 21:12:33
Hafshah Kucep,"kenapa di saya ga ke update2 padahal sudah memakai update otomatis, dan lambat untuk update sampe ketinggalan jauh gimana nih tindakannya",negatif,2024-12-16 21:29:19
Willyam Tambunan,"sudah bagus, namun Tolong perbaiki lagi bug2 yg terjadi dan tolong tingkatkan kualitas gambar dan video story/postingan nya",positif,2024-12-16 22:06:48
narrafiye,"sering ngebug sekarang ya, pertama ukuran postingan yang diatur malah ga bisa diganti2 ni tolong perbaikannya deh. mau post landscape kadang jadi portrait. Ni masalahnya bukan di aku aja, temen2 ku yang lain juga ngerasain hal yang sama. terus musik trends yang ga muncul tanda trends nya kayak panah keatas, mungkin yang jadi masalah macam2 cuma dua masalah tadi terlalu annoying menurut ku, jadi tolong diperbaiki ya",negatif,2024-12-16 22:30:15
Nurul Aini,"Kesell bgt, mau post foto aja susah bgt abis di edit di pangkas fotonya malah gk kesimpen terus muter"" mulu ajg dan akhirnya gk bisa di uplod.. terus berulag gw coba lagi tapi tetep..mending lu perbaiki dulu sistem upload fotonya gk usah update fitur"" gk guna",negatif,2024-12-16 23:41:14
Riry Ristania,"Sangat menyenangkan dan banyak fitur baru, hanya saja harus ditingkatkan kembali mengenai resolusi postingan ig story dan feeds karena tidak sesuai dengan resolusi pada hp kita padahal sudah set up di hp supaya hasilnya bagus dan hd tapi pada saat upload yg didapat hasilnya malah buram pecah tidak enak dilihat🥺💔",positif,2024-12-17 00:58:21
Rahella oktaviani adelia,"kecewa banget instagram sekarang, beranda tidak bisa di muat gabisa di alihkan ke bahasa Indonesia otomatis instagram saya tidak kepakai lagi kecewa banget sih❗prjuangan gue dari 3 tahun lalu sampai sekarang sia2 berujung menyakitkan, kirain butuh update pas update hapus data penyimpanan hapus chace sama aja kirain cuman di 1 akun kayak gitu tau taunya di semua akun saya❗",negatif,2024-12-17 05:09:13
Ferdisyansyhh 12,"ini kenapa setiap mau nonton reels gabisa kayanya ""maaf ada kesalahan, coba lagi"" itu kenapa yahhh, mohon di perbaiki",negatif,2024-12-17 08:28:23
Muhammad Hamdan,"Kok semakin update aplikasi Instagram semakin banyak bug yh? Selama 2 bulan terakhir ini mungkin udah 100+ yang mengikuti saya, tapi kok followers saya bukanya bertambah malah berkurang, dan juga banyak filter yang awalnya bagus sekarang jadi aneh!",netral,2024-12-17 09:18:29
Arsyavin widan Saputra,"ribet banget mau login doang,nama pengguna sama pasword udah bener masih di bilang salah,terus juga ""tidak dapat menemukan akun"" mohon di perbaiki sistem nya!!!",negatif,2024-12-17 09:28:26
Siti Harum,"kenapaa ya semenjak update fitur lagu di Frofil di instagram ilangg teruss waktu itu ada lagu nya, tapi kalo kita liat di akun nya gaada tapi kalo di liat di akun lain ada lagunya PLISSSS BALIKINNNNNN!!!!!",negatif,2024-12-17 09:59:32
thmoonnn,"Instagram ngelag atau gmn yaa soalnya aku bikin cerita (blm 24 jam) trs aku masukin arsip harusnya udh kesimpen kan yaa? biasanya trs bisa di masukin sorotan gt biasanya kan bisa tp ini nggaa, ya bingung si gtw knp kadang di taro arsip bisa di jadiin sorotan kadang ilang itu knp yaa, semoga bisa di perbaiki lagi",positif,2024-12-17 13:02:04
Dhika Boys,"Makin sering di-update makin ngelag! Ntah kenapa cuma di akun utama saya aja yg slalu ""Terjadi kesalahan yang tidak terduga"" ini setiap saya mau ngecek eksklusif / langganan akun selebgram slalu begitu... Padahal saya pake akun lain aman² aja 😑 itu kenapa coba? Please fix it!",negatif,2024-12-17 13:53:25
